"","Matricula","Plantel","Turno","Estatus","Materias","Cal","Anho","PeriodoCert","Gen","Lic","Periodo"
"209","02-001-0200","CH","V","ACTIVO","INGLES II","C","07","Segundo","02","Derecho",1-07-07
"210","02-001-0200","CH","V","ACTIVO","INGLES III","C","07","Segundo","02","Derecho",1-07-07
"211","02-001-0200","DV","V","ACTIVO","CIUDADANIA PARTICIPACION Y REPRESENTACION. APORTES TEORICOS","NC","07","Segundo","02","Derecho",1-07-07
"212","02-001-0200","DV","V","ACTIVO","ECONOMIA Y DESARROLLO","NC","07","Segundo","02","Derecho",1-07-07
"213","02-001-0200","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","16","Primer","02","Derecho",1-06-16
"214","02-001-0200","GAM","V","ACTIVO","TEORIA DEL ESTADO","NC","16","Primer","02","Derecho",1-06-16
"215","02-001-0200","CH","V","ACTIVO","TEORIA GENERAL DEL PROCESO","C","16","Primer","02","Derecho",1-06-16
"216","02-001-0200","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","16","Primer","02","Derecho",1-06-16
"217","02-001-0200","CH","V","ACTIVO","DELITOS EN PARTICULAR","C","16","Primer","02","Derecho",1-06-16
"218","02-001-0200","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","16","Primer","02","Derecho",1-06-16
"219","02-001-0200","GAM","V","ACTIVO","SOCIOLOGIA JURIDICA","C","16","Primer","02","Derecho",1-06-16
"220","02-001-0200","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","16","Primer","02","Derecho",1-06-16
"221","02-001-0200","CH","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","16","Primer","02","Derecho",1-06-16
"222","02-001-0200","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","17","Primer","02","Derecho",1-06-17
"223","02-001-0200","GAM","V","ACTIVO","OBLIGACIONES","C","17","Primer","02","Derecho",1-06-17
"224","02-001-0200","GAM","V","ACTIVO","DERECHO FISCAL","C","17","Primer","02","Derecho",1-06-17
"225","02-001-0200","CH","V","ACTIVO","PROCESOS EN PARTICULAR","C","17","Primer","02","Derecho",1-06-17
"226","02-001-0200","GAM","V","ACTIVO","DERECHO LABORAL","C","17","Primer","02","Derecho",1-06-17
"227","02-001-0200","CH","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","17","Primer","02","Derecho",1-06-17
"228","02-001-0200","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","17","Primer","02","Derecho",1-06-17
"229","02-001-0200","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","18","Primer","02","Derecho",1-06-18
"230","02-001-0200","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","18","Primer","02","Derecho",1-06-18
"231","02-001-0200","GAM","V","ACTIVO","HISTORIA DEL DERECHO","NC","17","Primer","02","Derecho",1-03-17
"232","02-001-0200","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","18","Primer","02","Derecho",1-03-18
"233","02-001-0200","CH","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","18","Primer","02","Derecho",1-03-18
"234","02-001-0200","DV","V","ACTIVO","PROCESOS SOCIOHISTORICOS I","C","04","Primer","02","Derecho",1-05-04
"235","02-001-0200","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","18","Segundo","02","Derecho",1-09-18
"236","02-001-0209","CH","V","ACTIVO","PROCESOS SOCIOHISTORICOS I","NC","03","Segundo","02","Derecho",1-08-03
"237","02-001-0209","CH","V","ACTIVO","TEORIA POLITICA I","C","03","Segundo","02","Derecho",1-08-03
"238","02-001-0209","CH","V","ACTIVO","ESCRITURA CREATIVA I","NC","03","Segundo","02","Derecho",1-08-03
"239","02-001-0209","CH","V","ACTIVO","INGLES I","NC","03","Segundo","02","Derecho",1-08-03
"240","02-001-0209","CH","V","ACTIVO","PENSAMIENTO CRITICO Y ARGUMENTACION","C","03","Segundo","02","Derecho",1-08-03
"241","02-001-0209","CH","V","ACTIVO","TALLER DE ANALISIS POLITICO I","C","03","Segundo","02","Derecho",1-08-03
"242","02-001-0209","CH","V","ACTIVO","COMPUTACION I","C","04","Segundo","02","Derecho",1-08-04
"243","02-001-0209","CH","V","ACTIVO","INGLES II","NC","04","Segundo","02","Derecho",1-08-04
"244","02-001-0209","CH","V","ACTIVO","INGLES I","C","04","Segundo","02","Derecho",1-08-04
"245","02-001-0209","CH","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","04","Segundo","02","Derecho",1-08-04
"246","02-001-0209","CH","V","ACTIVO","PROCESOS SOCIOHISTORICOS III","C","04","Segundo","02","Derecho",1-08-04
"247","02-001-0209","CH","V","ACTIVO","PROBLEMAS CONTEMPORANEOS DE ETICA","C","04","Segundo","02","Derecho",1-08-04
"248","02-001-0209","CH","V","ACTIVO","ESCRITURA CREATIVA III","NC","04","Segundo","02","Derecho",1-08-04
"249","02-001-0209","CH","V","ACTIVO","TEORIA POLITICA III","C","04","Segundo","02","Derecho",1-08-04
"250","02-001-0209","DV","V","ACTIVO","IDENTIDADES ETNICAS RELIGIOSAS Y DE GENERO EN LA SOCIEDAD ACTUAL","NC","05","Segundo","02","Derecho",1-08-05
"251","02-001-0209","DV","V","ACTIVO","ORGANIZACION Y AGENTES SOCIALES","NC","05","Segundo","02","Derecho",1-08-05
"252","02-001-0209","DV","V","ACTIVO","ACTORES SOCIALES MOVIMIENTOS SOCIALES Y SOCIEDAD CIVIL","NC","05","Segundo","02","Derecho",1-08-05
"253","02-001-0209","DV","V","ACTIVO","ANALISIS POLITICO CON METODOS CUALITATIVOS","C","05","Segundo","02","Derecho",1-08-05
"254","02-001-0209","DV","V","ACTIVO","ACTORES SOCIALES Y PARTICIPACION EN LA CIUDAD DE MEXICO","C","05","Segundo","02","Derecho",1-08-05
"255","02-001-0209","DV","V","ACTIVO","ESTRUCTURA SOCIAL DEL MEXICO CONTEMPORANEO (SIGLO XX)","C","05","Segundo","02","Derecho",1-08-05
"256","02-001-0209","DV","V","ACTIVO","LOS GRANDES PROBLEMAS DE LA ADMINISTRACION EN LAS CIUDADES. EXPERIENCIAS COMPARADAS","C","06","Segundo","02","Derecho",1-08-06
"257","02-001-0209","DV","V","ACTIVO","ESTADO PARTIDOS Y SOCIEDAD CIVIL. APORTES TEORICOS","C","06","Segundo","02","Derecho",1-08-06
"258","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","06","Segundo","02","Derecho",1-08-06
"259","02-001-0209","DV","V","ACTIVO","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","C","06","Segundo","02","Derecho",1-08-06
"260","02-001-0209","DV","V","ACTIVO","ADMINISTRACION DE LA CIUDAD DE MEXICO","NC","06","Segundo","02","Derecho",1-08-06
"261","02-001-0209","DV","V","ACTIVO","NIVELES DE GOBIERNO","C","06","Segundo","02","Derecho",1-08-06
"262","02-001-0209","DV","V","ACTIVO","ORGANIZACION Y AGENTES SOCIALES","C","05","Segundo","02","Derecho",1-12-05
"263","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","05","Segundo","02","Derecho",1-12-05
"264","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","05","Segundo","02","Derecho",1-12-05
"265","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION II","NC","09","Segundo","02","Derecho",1-12-09
"266","02-001-0209","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","17","Segundo","02","Derecho",1-12-17
"267","02-001-0209","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","17","Segundo","02","Derecho",1-12-17
"268","02-001-0209","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","17","Segundo","02","Derecho",1-12-17
"269","02-001-0209","GAM","V","ACTIVO","DERECHO AGRARIO","C","17","Segundo","02","Derecho",1-12-17
"270","02-001-0209","SLT","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO","NC","09","Primer","02","Derecho",1-01-09
"271","02-001-0209","SLT","V","ACTIVO","SEMINARIO DE INVESTIGACION II","NC","09","Primer","02","Derecho",1-01-09
"272","02-001-0209","DV","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","NC","09","Primer","02","Derecho",1-01-09
"273","02-001-0209","SLT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","09","Primer","02","Derecho",1-01-09
"274","02-001-0209","CH","V","ACTIVO","ESCRITURA CREATIVA I","NC","04","Primer","02","Derecho",1-02-04
"275","02-001-0209","CH","V","ACTIVO","INGLES II","NC","04","Primer","02","Derecho",1-02-04
"276","02-001-0209","CH","V","ACTIVO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","NC","04","Primer","02","Derecho",1-02-04
"277","02-001-0209","CH","V","ACTIVO","TALLER DE ANALISIS POLITICO II","NC","04","Primer","02","Derecho",1-02-04
"278","02-001-0209","CH","V","ACTIVO","PROCESOS SOCIOHISTORICOS I","NC","04","Primer","02","Derecho",1-02-04
"279","02-001-0209","CH","V","ACTIVO","TEORIA POLITICA MODERNA","C","04","Primer","02","Derecho",1-02-04
"280","02-001-0209","CH","V","ACTIVO","INGLES I","NC","04","Primer","02","Derecho",1-02-04
"281","02-001-0209","CH","V","ACTIVO","PROCESOS SOCIOHISTORICOS II","NC","04","Primer","02","Derecho",1-02-04
"282","02-001-0209","DV","V","ACTIVO","NOCIONES DE DERECHO CONSTITUCIONAL Y DERECHO ADMINISTRATIVO","C","05","Primer","02","Derecho",1-02-05
"283","02-001-0209","DV","V","ACTIVO","TEORIA DE LA ORGANIZACION EN EL CONTEXTO GLOBAL","C","05","Primer","02","Derecho",1-02-05
"284","02-001-0209","DV","V","ACTIVO","INTERNACIONALIZACION Y GLOBALIZACION. APORTES TEORICOS","C","05","Primer","02","Derecho",1-02-05
"285","02-001-0209","DV","V","ACTIVO","IMPACTO EN LA GLOBALIZACION EN LOS CENTROS URBANOS ANALISIS COMPARATIVOS","NC","05","Primer","02","Derecho",1-02-05
"286","02-001-0209","DV","V","ACTIVO","IDENTIDADES ETNICAS RELIGIOSAS Y DE GENERO EN LA SOCIEDAD ACTUAL","C","05","Primer","02","Derecho",1-02-05
"287","02-001-0209","DV","V","ACTIVO","MEXICO Y AMERICA LATINA EN EL CONTEXTO INTERNACIONAL DEL SIGLO XX","C","05","Primer","02","Derecho",1-02-05
"288","02-001-0209","DV","V","ACTIVO","DEMOCRACIA Y AUTORITARISMO EN LAS SOCIEDADES LATINOAMERICANAS","C","06","Primer","02","Derecho",1-02-06
"289","02-001-0209","DV","V","ACTIVO","ANALISIS POLITICO (CON METODOS CUANTITATIVOS)","C","06","Primer","02","Derecho",1-02-06
"290","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","06","Primer","02","Derecho",1-02-06
"291","02-001-0209","DV","V","ACTIVO","DECISION POLITICA Y POLITICAS PUBLICAS","C","06","Primer","02","Derecho",1-02-06
"292","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","06","Primer","02","Derecho",1-02-06
"293","02-001-0209","DV","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO SIGLO XX","NC","06","Primer","02","Derecho",1-02-06
"294","02-001-0209","DV","V","ACTIVO","CIUDADANIA PARTICIPACION Y REPRESENTACION EN LOS SISTEMAS POLITICOS APORTES TEORICOS","C","06","Primer","02","Derecho",1-02-06
"295","02-001-0209","DV","V","ACTIVO","POLITICA DE VIVIENDA EN MEXICO","C","07","Primer","02","Derecho",1-02-07
"296","02-001-0209","DV","V","ACTIVO","ANALISIS DE POLITICAS PUBLICAS","NC","07","Primer","02","Derecho",1-02-07
"297","02-001-0209","DV","V","ACTIVO","FINANZAS PUBLICAS Y PRESUPUESTACION","C","07","Primer","02","Derecho",1-02-07
"298","02-001-0209","DV","V","ACTIVO","PLANEACION CON PARTICIPACION EN LA CIUDAD DE MEXICO","C","07","Primer","02","Derecho",1-02-07
"299","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","07","Primer","02","Derecho",1-02-07
"300","02-001-0209","DV","V","ACTIVO","DECISION POLITICA Y POLITICAS PUBLICAS","NC","07","Primer","02","Derecho",1-02-07
"301","02-001-0209","DV","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO","NC","07","Primer","02","Derecho",1-02-07
"302","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION II","NC","07","Primer","02","Derecho",1-02-07
"303","02-001-0209","SLT","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO","NC","08","Primer","02","Derecho",1-02-08
"304","02-001-0209","SLT","V","ACTIVO","GOBIERNO Y PODER EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","NC","08","Primer","02","Derecho",1-02-08
"305","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","08","Primer","02","Derecho",1-02-08
"306","02-001-0209","SLT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","07","Segundo","02","Derecho",1-07-07
"307","02-001-0209","SLT","V","ACTIVO","INGLES III","NC","07","Segundo","02","Derecho",1-07-07
"308","02-001-0209","SLT","V","ACTIVO","FINANZAS PUBLICAS Y DEFICIT SOCIAL","NC","07","Segundo","02","Derecho",1-07-07
"309","02-001-0209","SLT","V","ACTIVO","INGLES II","NC","07","Segundo","02","Derecho",1-07-07
"310","02-001-0209","CH","V","ACTIVO","DERECHO CINE Y LITERATURA","C","08","Segundo","02","Derecho",1-07-08
"311","02-001-0209","SLT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","08","Segundo","02","Derecho",1-07-08
"312","02-001-0209","SLT","V","ACTIVO","INGLES III","C","08","Segundo","02","Derecho",1-07-08
"313","02-001-0209","SLT","V","ACTIVO","INGLES II","C","08","Segundo","02","Derecho",1-07-08
"314","02-001-0209","SLT","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO","NC","08","Segundo","02","Derecho",1-07-08
"315","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION I","C","09","Primer","02","Derecho",1-06-09
"316","02-001-0209","DV","V","ACTIVO","PARTICIPACION Y REPRESENTACION EN EL MEXICO CONTEMPORANEO","C","09","Primer","02","Derecho",1-06-09
"317","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION II","NC","10","Primer","02","Derecho",1-06-10
"318","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION II","NC","15","Primer","02","Derecho",1-06-15
"319","02-001-0209","CH","V","ACTIVO","DERECHO AMBIENTAL","C","17","Primer","02","Derecho",1-06-17
"320","02-001-0209","CH","V","ACTIVO","PROCESOS EN PARTICULAR","C","17","Primer","02","Derecho",1-06-17
"321","02-001-0209","CH","V","ACTIVO","DERECHO LABORAL","C","17","Primer","02","Derecho",1-06-17
"322","02-001-0209","GAM","V","ACTIVO","SOCIOLOGIA JURIDICA","C","18","Primer","02","Derecho",1-06-18
"323","02-001-0209","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","18","Primer","02","Derecho",1-06-18
"324","02-001-0209","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","18","Primer","02","Derecho",1-06-18
"325","02-001-0209","CH","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","C","04","Primer","02","Derecho",1-05-04
"326","02-001-0209","CH","V","ACTIVO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","C","04","Primer","02","Derecho",1-05-04
"327","02-001-0209","CH","V","ACTIVO","PROCESOS SOCIOHISTORICOS I","C","04","Primer","02","Derecho",1-05-04
"328","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","05","Primer","02","Derecho",1-05-05
"329","02-001-0209","DV","V","ACTIVO","IMPACTO EN LA GLOBALIZACION EN LOS CENTROS URBANOS ANALISIS COMPARATIVOS","C","05","Primer","02","Derecho",1-05-05
"330","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","C","06","Primer","02","Derecho",1-05-06
"331","02-001-0209","DV","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","C","06","Primer","02","Derecho",1-05-06
"332","02-001-0209","SLT","V","ACTIVO","SEMINARIO DE TESIS I: PROYECTO DE INVESTIGACION","NC","07","Segundo","02","Derecho",1-10-07
"333","02-001-0209","DV","V","ACTIVO","SEMINARIO DE INVESTIGACION II","C","15","Segundo","02","Derecho",1-09-15
"334","02-001-0209","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","19","Primer","02","Derecho",1-06-19
"335","02-001-0209","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","19","Primer","02","Derecho",1-06-19
"336","02-001-0209","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","19","Primer","02","Derecho",1-06-19
"337","02-001-0209","GAM","V","ACTIVO","OBLIGACIONES","C","19","Primer","02","Derecho",1-06-19
"338","02-001-0209","GAM","V","ACTIVO","DERECHO DE AMPARO","C","19","Primer","02","Derecho",1-06-19
"339","02-001-0209","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","19","Primer","02","Derecho",1-03-19
"340","02-001-0209","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","NC","19","Segundo","02","Derecho",1-09-19
"341","02-001-0209","GAM","V","ACTIVO","DERECHO FISCAL","NC","19","Segundo","02","Derecho",1-09-19
"342","02-001-0209","GAM","V","ACTIVO","CLINICA PROCESAL","C","19","Segundo","02","Derecho",1-12-19
"343","02-001-0209","GAM","V","ACTIVO","DERECHO MERCANTIL","C","19","Segundo","02","Derecho",1-12-19
"344","02-001-0209","GAM","V","ACTIVO","CONTRATOS","C","19","Segundo","02","Derecho",1-12-19
"345","02-001-0209","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","C","19","Segundo","02","Derecho",1-12-19
"346","02-002-0344","IZT","V","ACTIVO","PROCESOS SOCIOHISTORICOS I","C","03","Segundo","02","Derecho",1-08-03
"347","02-002-0344","IZT","V","ACTIVO","PENSAMIENTO CRITICO Y ARGUMENTACION","C","03","Segundo","02","Derecho",1-08-03
"348","02-002-0344","IZT","V","ACTIVO","ESCRITURA CREATIVA I","C","03","Segundo","02","Derecho",1-08-03
"349","02-002-0344","IZT","V","ACTIVO","INGLES I","C","03","Segundo","02","Derecho",1-08-03
"350","02-002-0344","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO I","NC","03","Segundo","02","Derecho",1-08-03
"351","02-002-0344","IZT","V","ACTIVO","TEORIA POLITICA I","C","03","Segundo","02","Derecho",1-08-03
"352","02-002-0344","IZT","V","ACTIVO","TEORIA POLITICA III","NC","04","Segundo","02","Derecho",1-08-04
"353","02-002-0344","IZT","V","ACTIVO","ESCRITURA CREATIVA III","C","04","Segundo","02","Derecho",1-08-04
"354","02-002-0344","IZT","V","ACTIVO","PROCESOS SOCIOHISTORICOS III","NC","04","Segundo","02","Derecho",1-08-04
"355","02-002-0344","IZT","V","ACTIVO","PROBLEMAS CONTEMPORANEOS DE ETICA","C","04","Segundo","02","Derecho",1-08-04
"356","02-002-0344","IZT","V","ACTIVO","ACTORES SOCIALES Y PARTICIPACION EN LA CIUDAD DE MEXICO","C","05","Segundo","02","Derecho",1-08-05
"357","02-002-0344","IZT","V","ACTIVO","ORGANIZACION Y AGENTES SOCIALES","C","05","Segundo","02","Derecho",1-08-05
"358","02-002-0344","IZT","V","ACTIVO","ANALISIS POLITICO CON METODOS CUALITATIVOS","C","05","Segundo","02","Derecho",1-08-05
"359","02-002-0344","IZT","V","ACTIVO","ACTORES SOCIALES MOVIMIENTOS SOCIALES Y SOCIEDAD CIVIL","C","05","Segundo","02","Derecho",1-08-05
"360","02-002-0344","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","05","Segundo","02","Derecho",1-08-05
"361","02-002-0344","IZT","V","ACTIVO","IDENTIDADES ETNICAS RELIGIOSAS Y DE GENERO EN LA SOCIEDAD ACTUAL","C","05","Segundo","02","Derecho",1-08-05
"362","02-002-0344","IZT","V","ACTIVO","ESTRUCTURA SOCIAL DEL MEXICO CONTEMPORANEO (SIGLO XX)","C","05","Segundo","02","Derecho",1-08-05
"363","02-002-0344","IZT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","06","Segundo","02","Derecho",1-08-06
"364","02-002-0344","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","06","Segundo","02","Derecho",1-08-06
"365","02-002-0344","IZT","V","ACTIVO","SISTEMA POLITICO MEXICANO; DIVISION O CONCENTRACION DE PODERES","NC","06","Segundo","02","Derecho",1-08-06
"366","02-002-0344","IZT","V","ACTIVO","ADMINISTRACION DE LA CIUDAD DE MEXICO","C","06","Segundo","02","Derecho",1-08-06
"367","02-002-0344","IZT","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","06","Segundo","02","Derecho",1-08-06
"368","02-002-0344","IZT","V","ACTIVO","NIVELES DE GOBIERNO","C","06","Segundo","02","Derecho",1-08-06
"369","02-002-0344","IZT","V","ACTIVO","FORMAS DE GOBIERNO Y SISTEMAS ELECTORALES EN AMERICA LATINA","C","06","Segundo","02","Derecho",1-08-06
"370","02-002-0344","IZT","V","ACTIVO","LOS GRANDES PROBLEMAS DE LA ADMINISTRACION EN LAS CIUDADES. EXPERIENCIAS COMPARADAS","C","06","Segundo","02","Derecho",1-08-06
"371","02-002-0344","IZT","V","ACTIVO","LENGUAJE Y PENSAMIENTO II","NC","05","Segundo","02","Derecho",1-12-05
"372","02-002-0344","IZT","V","ACTIVO","TEORIA POLITICA III","NC","09","Segundo","02","Derecho",1-12-09
"373","02-002-0344","IZT","V","ACTIVO","IMPACTO DE LA GLOBALIZACION EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","NC","09","Segundo","02","Derecho",1-12-09
"374","02-002-0344","IZT","V","ACTIVO","IMPACTO DE LA GLOBALIZACION EN LOS CENTROS URBANOS. EXPERIENCIAS COMPARADAS","C","10","Segundo","02","Derecho",1-12-10
"375","02-002-0344","IZT","V","ACTIVO","TEORIA POLITICA III","NC","10","Segundo","02","Derecho",1-12-10
"376","02-002-0344","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION I","NC","11","Segundo","02","Derecho",1-12-11
"377","02-002-0344","IZT","V","ACTIVO","SEMINARIO DE INVESTIGACION II","C","13","Segundo","02","Derecho",1-12-13
"378","02-002-0344","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","17","Segundo","02","Derecho",1-12-17
"379","02-002-0344","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","NC","17","Segundo","02","Derecho",1-12-17
"380","02-002-0344","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","17","Segundo","02","Derecho",1-12-17
"381","02-002-0344","GAM","V","ACTIVO","ANTROPOLOGIA JURIDICA","C","17","Segundo","02","Derecho",1-12-17
"382","02-002-0344","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","17","Segundo","02","Derecho",1-12-17
"383","02-002-0344","GAM","V","ACTIVO","DELITOS EN PARTICULAR","NC","17","Segundo","02","Derecho",1-12-17
"384","02-002-0344","IZT","V","ACTIVO","TEORIA Y SOCIOLOGIA DEL CONOCIMIENTO","NC","04","Primer","02","Derecho",1-02-04
"385","02-002-0344","IZT","V","ACTIVO","INGLES II","NC","04","Primer","02","Derecho",1-02-04
"386","02-002-0344","IZT","V","ACTIVO","PROCESOS SOCIOHISTORICOS II","C","04","Primer","02","Derecho",1-02-04
"387","02-002-0344","IZT","V","ACTIVO","TEORIA POLITICA MODERNA","C","04","Primer","02","Derecho",1-02-04
"388","02-002-0344","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO I","NC","04","Primer","02","Derecho",1-02-04
"389","02-002-0344","IZT","V","ACTIVO","ESCRITURA CREATIVA II","NC","04","Primer","02","Derecho",1-02-04
"390","02-002-0344","IZT","V","ACTIVO","GLOBALIZACION CONCENTRACION Y NUEVO ORDEN INTERNACIONAL","C","05","Primer","02","Derecho",1-02-05
"391","02-002-0344","IZT","V","ACTIVO","MEXICO Y AMERICA LATINA EN EL CONTEXTO INTERNACIONAL DEL SIGLO XX","C","05","Primer","02","Derecho",1-02-05
"392","02-002-0344","IZT","V","ACTIVO","NOCIONES DE DERECHO CONSTITUCIONAL Y DERECHO ADMINISTRATIVO","C","05","Primer","02","Derecho",1-02-05
"393","02-002-0344","IZT","V","ACTIVO","TALLER DE ANALISIS POLITICO DE COYUNTURA","C","05","Primer","02","Derecho",1-02-05
